Title,Note,URL,Comment
Lord Stow's Bakery Main Store,Created the Portuguese egg tart that’s now everywhere in Asia; original store,https://www.google.com/maps/place/Lord+Stow's+Bakery+Main+Store/data=!4m2!3m1!1s0x34017035b7ea09d9:0x321981ba17a4b09e,
Sanva Hotel,,https://www.google.com/maps/place/Sanva+Hotel/data=!4m2!3m1!1s0x34017ae555cfa50d:0x93b5d230f28f386c,
Tsim Chai Kee Noodle,"Great noodle soup, Michelin recommended for 12 years",https://www.google.com/maps/place/Tsim+Chai+Kee+Noodle/data=!4m2!3m1!1s0x3404007b5da5df15:0x744f343e07fe1d49,
Man Mo Temple,Incredibly beautiful temple interior; students go to pray for good grades ,https://www.google.com/maps/place/Man+Mo+Temple/data=!4m2!3m1!1s0x3404007bf8cd1f91:0x154ab5995382dfe3,
Bar Leone,"#1 bar in Asia, #2 in the world. Inspired by Rome",https://www.google.com/maps/place/Bar+Leone/data=!4m2!3m1!1s0x34040165b08f2cab:0x4f2e798736709b13,
Sun Hing Restaurant,"opens at 3am, good late night dim sum restaurant, locals favorite",https://www.google.com/maps/place/Sun+Hing+Restaurant/data=!4m2!3m1!1s0x13ff471ef67a2b87:0x5b071666f60923b4,
Mon Kee Cafe,A bit of a more modern cha chaan teng with a slightly cute vibe and slightly more modernized dishes. More accessible and friendlier than the hardcore old school ones. It’s a chain,https://www.google.com/maps/place/Mon+Kee+Cafe/data=!4m2!3m1!1s0x3404017c589456c1:0xa22c02e6c4119f97,
Gentle Bakery,"Classic HK bakery in Monster Building, hand makes their egg tarts. Neighborhood vibe",https://www.google.com/maps/place/Gentle+Bakery/data=!4m2!3m1!1s0x340401aa55397c8f:0xf445b0fe2569f567,
Sun Kwai Heung BBQ food,"Hong Kong locals’ top char siu spot. It’s very far away so you don’t get lots of tourists. 

Their char siu truly is done authentically and well, you don’t get any of that artificial taste from cheap places. they give all sorts of cuts ranging from fatty to lean to with tendon etc. 

Typical lunch here is to get the char siu and chicken rice plate",https://www.google.com/maps/place/Sun+Kwai+Heung+BBQ+food/data=!4m2!3m1!1s0x340402280aeab43b:0xfc26bf0291427437,
Ki’s Roasted Goose Restaurant (Wan Chai),It's a chain. Edwin's rec for roasted goose,https://www.google.com/maps/place/Ki%E2%80%99s+Roasted+Goose+Restaurant+(Wan+Chai)/data=!4m2!3m1!1s0x340400574af8faf3:0xd23fa215f2274141,
Mak Man Kee Noodle Shop,"It’s a chain, known for its shrimp wonton noodles. They basically just wrap a whole shrimp on a wonton wrapper",https://www.google.com/maps/place/Mak+Man+Kee+Noodle+Shop/data=!4m2!3m1!1s0x340400eb0a91a071:0x31844143495496c,
Chef Gaa Moo Krob เฮียแกะ,"Located in the “slums of Bangkok” (it’s poor but totally safe), a tiny restaurant in an alley serving moo krab",https://www.google.com/maps/place/Chef+Gaa+Moo+Krob+%E0%B9%80%E0%B8%AE%E0%B8%B5%E0%B8%A2%E0%B9%81%E0%B8%81%E0%B8%B0/data=!4m2!3m1!1s0x30e29f9f8d9bcf3b:0xbc4c12c4a1c06221,
Khlong Toei Market,There’s like 3 markets combined into one truly huge wet market and bazaar. You can find everything here from produce to iPhones to cafes to weed.,https://www.google.com/maps/place/Khlong+Toei+Market/data=!4m2!3m1!1s0x30e29f2ac7c67f8f:0x441df4a738af7cd1,
Som Tam Jay So,"Authentic Isaan food, favorite of the office workers nearby. The madam is famous for being on Iron Chef Thailand

tom pa, chicken wing, tom saeb moo. Their chicken wing has this tamarind chili dip that’s delicious",https://www.google.com/maps/place/Som+Tam+Jay+So/data=!4m2!3m1!1s0x30e29f2da6e4aa8b:0xbec886d2ff817d8,
Fikeaw Yaowarat,"fireball stir fry technique, seafood specialty. Order stir fried morning glory for the fireball. There's probably a line.. spend the time in line watching the chef work his expert wok skills",https://www.google.com/maps/place/Fikeaw+Yaowarat/data=!4m2!3m1!1s0x1110303b53939677:0x896b38e7977847c5,
Ba Hao Tian Mi - Yaowarat,Pudding shop,https://www.google.com/maps/place/Ba+Hao+Tian+Mi+-+Yaowarat/data=!4m2!3m1!1s0x30e299e7a108d6d9:0xbc3229664d811380,
Wah Char Siu 叉你個燒,"Pretty solid Hong Kong restaurant, you can get a variety plate of all the HK bbq meat hits.

Edwin from Entrepreneurs Meetup, a HK guy, recommends this place. ",https://www.google.com/maps/place/Wah+Char+Siu+%E5%8F%89%E4%BD%A0%E5%80%8B%E7%87%92/data=!4m2!3m1!1s0x30e29f529a29616b:0xa8ec822d85db05fc,
